AlerteID,PortefeuilleID,ClientID,DateAlerte,TypeAlerte,Severite,Statut,Description,ValeurMesure,SeuilAlerte,DateResolution
ALT00319,PF00084,CLI0017,2024-06-04,Drawdown Excessif,Modérée,En traitement,Entre manger étouffer bête pénétrer beauté tempête morceau prouver côte santé blanc garder.,-18.44,6.69,2025-06-18
ALT00320,PF00136,CLI0050,2024-11-06,Drawdown Excessif,Faible,Résolue,Figure acte rassurer santé cabinet peau.,19.59,-5.79,2026-02-03
ALT00321,PF00002,CLI0085,2026-04-12,KYC Expiré,Haute,Ignorée,Paraître annoncer métier larme rang chance discussion journal bas.,-12.2,-7.04,2025-06-04
ALT00322,PF00020,CLI0063,2026-04-04,Dépassement VaR,Haute,Résolue,Geste début chaque avant abri pourquoi ensemble entier hauteur casser force.,-12.33,-2.25,2026-04-01
ALT00323,PF00046,CLI0028,2025-07-18,Dépassement VaR,Haute,Ignorée,Peu bras pauvre etc précieux prendre discussion toucher finir mensonge autant couleur jeter.,-1.91,10.33,2025-10-07
ALT00324,PF00076,CLI0055,2025-02-13,Instrument Suspendu,Modérée,Ignorée,Frère changer service bruit accord sien pays aspect colon sommeil déjà.,25.81,10.72,2026-01-15
ALT00325,PF00132,CLI0083,2026-03-11,Concentration Secteur,Critique,Ignorée,Situation côté nez ton signe coucher franc forme dépasser respirer témoin chef.,27.05,-3.25,2025-08-31
ALT00326,PF00084,CLI0097,2025-06-19,Drawdown Excessif,Faible,Résolue,Inquiéter an écraser là recueillir tirer habiller centre nourrir installer paix pauvre.,14.87,11.17,2026-01-06
ALT00327,PF00106,CLI0087,2025-03-21,Drawdown Excessif,Modérée,En traitement,Importance beauté premier tant eau chemise intelligence trop vieil.,3.32,5.13,2025-06-08
ALT00328,PF00075,CLI0095,2026-05-10,KYC Expiré,Haute,Ignorée,Pièce sable ordre nord ramasser appartement voisin porter étude angoisse.,6.44,2.57,2025-09-03
ALT00329,PF00067,CLI0093,2025-04-11,Instrument Suspendu,Haute,Ignorée,Peur puissance fier triste livrer jeune malade poids que.,14.36,-2.29,2026-02-06
ALT00330,PF00097,CLI0004,2025-08-01,Dépassement VaR,Faible,Ouverte,Sauter oncle résultat croiser fortune dur tantôt qui réserver pouvoir manquer nom.,-17.09,2.15,2025-08-17
ALT00331,PF00039,CLI0090,2025-09-12,Instrument Suspendu,Faible,En traitement,Près cours rejoindre quart écraser campagne brûler part taille mener.,-28.75,-5.12,2026-02-13
ALT00332,PF00028,CLI0093,2025-09-19,Instrument Suspendu,Haute,Résolue,Ramasser centre rare côté ouvert livrer.,-17.88,-0.71,2026-04-14
ALT00333,PF00132,CLI0072,2024-08-08,Instrument Suspendu,Modérée,Ouverte,Devoir de aide prison envoyer dominer esprit jour fin demande nombreux.,11.43,3.28,2025-08-01
ALT00334,PF00038,CLI0044,2025-09-16,Limite Exposition Dépassée,Modérée,En traitement,Fer troubler vivant magnifique passé leur.,-8.43,-14.92,2025-05-31
ALT00335,PF00084,CLI0063,2024-06-28,Concentration Secteur,Faible,Résolue,Quitter construire livre sein mieux temps.,-19.5,11.6,2025-07-04
ALT00336,PF00091,CLI0010,2024-09-24,Instrument Suspendu,Critique,En traitement,Certainement livre rouler entrer matière appartenir tromper rouge.,-27.91,-1.05,2025-11-14
ALT00337,PF00104,CLI0023,2025-11-17,Limite Exposition Dépassée,Modérée,Ouverte,Défaut notre époque tendre armer poitrine imaginer selon.,5.5,-7.68,2025-06-28
ALT00338,PF00022,CLI0082,2025-01-16,Dépassement VaR,Modérée,Résolue,Apparence placer demander aide accrocher gauche.,-15.04,-10.75,2025-07-27
ALT00339,PF00001,CLI0079,2025-07-15,KYC Expiré,Faible,En traitement,Neuf tapis jeune étude obliger aimer bas soirée poésie décider chaleur depuis geste.,26.16,3.47,2025-06-22
ALT00340,PF00058,CLI0040,2026-05-18,KYC Expiré,Haute,Ignorée,Profondément défaut vêtir journal plaindre matière juge quelqu'un prison français chair.,-9.93,-13.96,2026-03-08
ALT00341,PF00113,CLI0068,2026-04-26,Instrument Suspendu,Haute,Ignorée,Rassurer jeter marche droit même d'abord exposer pendre tâche circonstance corde.,8.7,12.32,2026-03-18
ALT00342,PF00146,CLI0037,2026-02-21,Dépassement VaR,Critique,En traitement,Déjà prêt ramener gagner malheur aimer parole pierre détail même verser hier.,-11.45,12.51,2026-01-18
ALT00343,PF00065,CLI0060,2024-11-12,Instrument Suspendu,Haute,Résolue,Haut ministre confondre conclure fond hésiter ouvrage trente attaquer.,14.51,2.53,2025-07-03
ALT00344,PF00049,CLI0058,2025-01-15,Limite Exposition Dépassée,Haute,En traitement,Tout qualité un profondément jamais poète fauteuil.,-4.99,-2.55,2025-12-20
ALT00345,PF00005,CLI0079,2026-01-23,Drawdown Excessif,Faible,Ignorée,Mensonge entraîner davantage consentir français d'autres musique absolument autre vieux ami.,-17.36,-10.23,2026-02-09
ALT00346,PF00086,CLI0005,2025-10-12,Drawdown Excessif,Modérée,En traitement,Autorité malgré vide poids énergie ruine apparaître fil nombreux armer lueur chute beauté.,11.27,2.53,2026-02-19
ALT00347,PF00060,CLI0024,2025-01-25,Drawdown Excessif,Haute,Ouverte,Proposer vaste étroit pauvre prison intention remonter dessiner.,-13.9,-8.21,2025-08-09
ALT00348,PF00086,CLI0094,2024-05-22,Instrument Suspendu,Critique,Ouverte,Charger patron enfin tu silencieux vraiment lier pareil.,17.94,-14.18,2026-04-27
ALT00349,PF00134,CLI0025,2026-02-28,Concentration Secteur,Faible,Ouverte,Devenir vieux pendre protéger retenir prononcer petit combat cou tantôt politique fer exécuter.,19.35,-4.44,2026-02-13
ALT00350,PF00098,CLI0063,2025-02-19,Concentration Secteur,Modérée,Ignorée,Distance signifier charger victime approcher examiner oiseau suivant vrai.,0.79,1.35,2025-07-31
ALT00351,PF00051,CLI0016,2025-06-17,Limite Exposition Dépassée,Critique,En traitement,Servir descendre espace céder chien poitrine nourrir surveiller inconnu parfaitement instinct.,27.6,-10.88,2026-03-17
ALT00352,PF00075,CLI0097,2024-10-11,Drawdown Excessif,Modérée,En traitement,Corps rapport d'abord autant fonder retourner quart parcourir suite point plonger.,7.69,-12.97,2026-01-04
ALT00353,PF00071,CLI0016,2024-08-19,Concentration Secteur,Critique,Ouverte,Cheveu oeuvre guerre tendre changer apparence accrocher erreur.,29.49,3.81,2026-01-30
ALT00354,PF00097,CLI0034,2024-11-17,Drawdown Excessif,Faible,Ouverte,Ligne mot et siècle détruire volonté air loin pur intérieur.,-22.82,-7.15,2025-08-15
ALT00355,PF00148,CLI0013,2024-05-26,Dépassement VaR,Modérée,Résolue,Nombre être monde ce projet blanc corps gens animer prier carte coin seulement.,-26.17,9.19,2026-04-23
ALT00356,PF00035,CLI0069,2026-04-03,KYC Expiré,Critique,Ignorée,L'Une paquet quitter prendre clef réponse entier précipiter en léger hauteur passé derrière.,9.18,-8.19,2025-09-01
ALT00357,PF00092,CLI0073,2024-06-19,KYC Expiré,Haute,Ouverte,Attitude réponse absolument conscience ailleurs nouveau traîner voile grand jour haine indiquer.,15.64,-6.41,2025-06-04
ALT00358,PF00133,CLI0064,2026-04-08,Concentration Secteur,Critique,En traitement,Gagner public égal plan accord siège divers.,22.62,4.91,2025-11-11
ALT00359,PF00094,CLI0078,2025-03-27,Dépassement VaR,Critique,En traitement,Ni table chacun demi aucun moyen acheter.,20.11,-8.59,2025-07-30
ALT00360,PF00058,CLI0076,2025-01-03,KYC Expiré,Haute,En traitement,Si habitant continuer servir discours révéler sang.,13.66,-0.58,2025-11-23
ALT00361,PF00092,CLI0078,2024-07-06,Drawdown Excessif,Modérée,Ignorée,Bleu pas rendre amour partir installer aucun davantage couper saint masse bouche l'un.,28.38,-1.7,2026-01-12
ALT00362,PF00010,CLI0060,2025-12-18,Concentration Secteur,Faible,Résolue,Toi pouvoir rapide possible ruine voile monsieur course brûler préférer.,-1.42,-4.15,2026-01-10
ALT00363,PF00037,CLI0050,2025-08-22,Limite Exposition Dépassée,Haute,Ignorée,Suivant agiter attaquer prêt discussion souvenir travailler.,-10.46,13.08,2026-04-11
ALT00364,PF00051,CLI0095,2024-05-27,Instrument Suspendu,Haute,En traitement,Arriver convenir étendue trop intérêt bon ce mon être adresser tracer droite sein.,-7.97,4.22,2025-11-09
ALT00365,PF00001,CLI0037,2024-05-24,Drawdown Excessif,Modérée,Ignorée,Colon dresser inquiétude exécuter réel pont jamais asseoir arrière sentir.,-15.41,7.34,2025-12-27
ALT00366,PF00057,CLI0062,2024-07-17,Dépassement VaR,Faible,Résolue,Leur erreur effacer toujours coucher couche endroit malgré signifier agir soutenir toile exiger.,-1.55,4.86,2026-04-01
ALT00367,PF00087,CLI0064,2026-01-21,Instrument Suspendu,Faible,En traitement,Mieux honte déclarer hésiter regard époque escalier curiosité étude parfois.,7.39,-0.39,2026-01-01
ALT00368,PF00146,CLI0082,2025-09-22,Instrument Suspendu,Modérée,Résolue,Mouvement appeler cacher travail fruit obtenir ton renverser.,-5.46,0.82,2026-04-05
ALT00369,PF00030,CLI0078,2024-12-24,Instrument Suspendu,Modérée,Ouverte,Rose air affaire impression poursuivre prêter brûler sauvage défendre.,-6.71,-0.49,2025-07-28
ALT00370,PF00036,CLI0078,2024-09-25,Drawdown Excessif,Modérée,Ignorée,Intention confiance rapport pain plutôt rencontre sourire verre bruit côté.,-25.87,-3.65,2025-07-21
ALT00371,PF00118,CLI0079,2024-11-02,Drawdown Excessif,Modérée,Résolue,An parmi davantage témoin usage considérer faveur partout signer bouche seconde.,6.82,-13.37,2026-01-10
ALT00372,PF00085,CLI0021,2025-06-12,Limite Exposition Dépassée,Faible,Ouverte,Sentir dernier saison atteindre faute madame faible durer fleur compagnie cinquante qualité.,20.64,14.76,2025-11-12
ALT00373,PF00011,CLI0017,2024-11-06,Limite Exposition Dépassée,Critique,En traitement,Entourer pas frère métier essuyer mourir cuisine mal membre manquer colline.,-17.12,-0.95,2026-04-10
ALT00374,PF00016,CLI0064,2026-03-13,Limite Exposition Dépassée,Modérée,Ouverte,Confondre vite place type fin également.,-3.26,10.96,2026-03-26
ALT00375,PF00100,CLI0080,2025-08-20,Instrument Suspendu,Haute,En traitement,Combat ici soulever ami guère dire acte ici recommencer.,28.79,12.56,2025-12-20
ALT00376,PF00021,CLI0082,2026-03-18,KYC Expiré,Haute,Résolue,Chercher machine finir ventre air désir.,17.73,-5.94,2026-05-15
ALT00377,PF00061,CLI0094,2024-05-22,Dépassement VaR,Modérée,En traitement,Erreur prochain parent traverser reconnaître vêtement société complet bras monde.,4.34,-4.24,2025-06-16
ALT00378,PF00106,CLI0035,2025-11-17,KYC Expiré,Critique,En traitement,Lumière dur pour soin dernier beaux.,-25.89,7.19,2025-11-17
ALT00379,PF00041,CLI0060,2025-12-19,Concentration Secteur,Critique,Ouverte,Mariage nature imaginer pauvre ci attacher.,20.09,-3.49,2026-04-12
ALT00380,PF00142,CLI0015,2025-06-13,Drawdown Excessif,Modérée,Ouverte,Fusil vif blanc leur recherche ajouter terminer couche mourir préférer envoyer mourir longtemps.,-18.18,-13.99,2025-09-10
ALT00381,PF00125,CLI0060,2025-06-10,Limite Exposition Dépassée,Haute,Ignorée,Souffler précipiter fond troisième esprit salut saint confondre succès embrasser tôt.,10.86,5.23,2025-07-03
ALT00382,PF00146,CLI0098,2024-12-21,Dépassement VaR,Modérée,Résolue,Avec habitude respect double sauter tant serrer droite écrire six fatigue découvrir discours.,-1.09,-5.13,2026-02-24
ALT00383,PF00148,CLI0066,2025-05-18,Dépassement VaR,Modérée,En traitement,Travail surprendre abandonner faire puis ni comment creuser quand.,3.59,-0.69,2025-06-03
ALT00384,PF00098,CLI0046,2025-05-21,Drawdown Excessif,Haute,Résolue,Gens paquet savoir déjà cher plaisir car sourire pur départ verre.,-25.12,13.93,2026-01-08
ALT00385,PF00045,CLI0082,2025-06-28,Instrument Suspendu,Faible,En traitement,Établir blanc scène quinze possible étroit recommencer résultat fier ce.,12.02,11.41,2025-07-05
ALT00386,PF00076,CLI0055,2025-01-29,Instrument Suspendu,Faible,En traitement,Croire du face dormir détail drame nom.,15.55,-0.46,2026-04-14
ALT00387,PF00020,CLI0003,2026-04-23,Concentration Secteur,Modérée,Ignorée,Sûr sou quelqu'un premier interrompre pont aspect représenter.,-5.03,-0.04,2026-05-10
ALT00388,PF00107,CLI0096,2025-02-19,Concentration Secteur,Modérée,Résolue,Vêtement quand chose douceur conduire intérêt assister gouvernement.,1.62,9.33,2026-02-10
ALT00389,PF00109,CLI0039,2025-06-19,Concentration Secteur,Critique,Ignorée,Retomber capable détruire face dont hors entrer sang même nécessaire fonder seigneur pendant.,29.99,-11.01,2025-12-06
ALT00390,PF00076,CLI0035,2025-10-30,Limite Exposition Dépassée,Faible,En traitement,Autrement tard projet si loup presser maison changement presser.,-5.11,-10.29,2025-09-09
ALT00391,PF00019,CLI0059,2024-05-18,Instrument Suspendu,Faible,Ignorée,Doucement troisième travailler entretenir fusil frais neuf.,-2.34,14.62,2025-06-10
ALT00392,PF00134,CLI0079,2024-06-09,Concentration Secteur,Haute,Ignorée,Premier joindre joie vers parcourir certain partir but mal prononcer lier.,-19.07,2.36,2026-02-11
ALT00393,PF00040,CLI0017,2024-06-05,KYC Expiré,Critique,Ouverte,Éloigner surprendre éternel quartier volonté autour savoir moment drame dans social devoir.,-0.36,-14.05,2025-06-03
ALT00394,PF00052,CLI0025,2025-08-14,Instrument Suspendu,Faible,Résolue,Autre instinct drôle époque remettre chanter rappeler maintenant doucement.,-14.84,13.98,2025-12-31
ALT00395,PF00044,CLI0081,2024-09-02,Drawdown Excessif,Faible,Résolue,Boire figure militaire jeu tout derrière résister hôtel fête nul.,-10.05,-11.41,2025-11-05
ALT00396,PF00111,CLI0057,2025-12-31,Limite Exposition Dépassée,Modérée,Ignorée,Demain présent détruire rendre tenir défendre.,-7.6,-13.7,2026-02-25
ALT00397,PF00142,CLI0052,2025-11-21,Limite Exposition Dépassée,Critique,Ouverte,Chiffre avouer pénétrer voix être transformer visite compte pierre machine haut ne nombre.,14.14,-1.78,2025-06-02
ALT00398,PF00004,CLI0082,2026-02-23,Dépassement VaR,Haute,Ouverte,Violent année animal dame apprendre pain accomplir.,-19.58,-4.65,2025-08-27
ALT00399,PF00092,CLI0080,2026-01-03,Limite Exposition Dépassée,Faible,Résolue,Promettre écrire fatigue danger saluer maintenant.,3.12,-4.1,2026-02-13
ALT00400,PF00008,CLI0011,2024-12-02,Dépassement VaR,Critique,Ignorée,Nu comme parfois capable tout mince forcer.,26.71,-5.42,2025-09-19
ALT00401,PF00051,CLI0008,2025-09-10,Dépassement VaR,Critique,Résolue,Afin De vingt arrière tendre rayon ramasser étendre ressembler magnifique.,-5.54,7.67,2026-01-25
ALT00402,PF00008,CLI0066,2025-03-24,Limite Exposition Dépassée,Modérée,En traitement,Être mener soumettre poitrine science pitié un veille bonheur train prouver.,16.66,-6.79,2026-04-11
ALT00403,PF00023,CLI0082,2025-12-29,Limite Exposition Dépassée,Modérée,Ignorée,Tête fatigue immense départ bas faim propre représenter prévenir.,-11.96,-0.32,2026-05-03
ALT00404,PF00095,CLI0025,2025-04-19,Concentration Secteur,Haute,Résolue,Aussi deviner confondre puis répondre leur vingt d'autres commander.,-24.24,3.57,2025-11-20
ALT00405,PF00001,CLI0049,2024-12-28,Dépassement VaR,Critique,En traitement,Près ici éteindre île officier promener courant.,29.66,14.27,2026-02-16
ALT00406,PF00149,CLI0022,2025-03-13,Dépassement VaR,Faible,Ouverte,Personne chasser cas même voiture traverser français bas admettre geste bien rocher haute.,9.84,6.07,2025-09-05
ALT00407,PF00121,CLI0048,2025-05-06,Limite Exposition Dépassée,Faible,Ignorée,Planche parent vague envelopper non content guère égal instant principe.,-1.66,-2.51,2025-09-24
ALT00408,PF00025,CLI0046,2025-09-04,Drawdown Excessif,Haute,Résolue,Horizon battre homme résoudre chaîne partir branche affaire existence aujourd'hui.,-20.01,-2.86,2026-05-17
ALT00409,PF00078,CLI0039,2024-09-02,Limite Exposition Dépassée,Modérée,Ouverte,Huit prier donner queue noir quant à.,27.1,11.07,2026-02-11
ALT00410,PF00145,CLI0075,2026-03-03,Drawdown Excessif,Modérée,Ouverte,Détail objet quelqu'un endormir oncle tendre près former oh marquer espèce.,-9.03,-0.55,2025-12-06
ALT00411,PF00133,CLI0029,2024-12-26,Dépassement VaR,Modérée,En traitement,Achever reste très chasse banc social annoncer classe mourir savoir noire glisser.,3.6,-2.2,2025-09-25
ALT00412,PF00090,CLI0040,2025-04-20,Drawdown Excessif,Modérée,Ouverte,Soumettre charge supérieur plante ici drame résistance satisfaire premier fixer regard bande pays.,-0.7,-9.03,2026-05-01
ALT00413,PF00029,CLI0006,2026-01-15,Instrument Suspendu,Haute,Ouverte,Avouer magnifique faveur prison étouffer quarante voyage claire.,-26.47,13.72,2025-10-16
ALT00414,PF00140,CLI0038,2025-05-11,Drawdown Excessif,Haute,En traitement,Ministre pierre promener vingt l'un vide dire tard grand second le.,-21.26,2.52,2025-12-12
ALT00415,PF00145,CLI0025,2024-10-06,Drawdown Excessif,Haute,Ouverte,Mon cheveu refuser acheter fusil non barbe semblable.,24.66,-6.84,2025-12-17
ALT00416,PF00046,CLI0081,2025-03-17,Drawdown Excessif,Haute,Ouverte,Distinguer conduire installer signifier port aujourd'hui jour paquet anglais détail.,-28.4,9.13,2026-04-16
ALT00417,PF00075,CLI0050,2024-11-06,Dépassement VaR,Modérée,Ignorée,Vin banc fort question obtenir vous mêler vol neuf.,21.28,0.7,2025-08-14
ALT00418,PF00137,CLI0096,2024-12-31,Dépassement VaR,Modérée,Résolue,Visible épaule longtemps six supporter payer arrivée exister épais ordre.,-19.23,-4.76,2025-09-08
ALT00419,PF00073,CLI0021,2026-04-10,KYC Expiré,Faible,Ouverte,Rayon fou parler système souvent plante échapper tard abandonner vite arracher courage.,-8.0,-7.5,2026-04-12
ALT00420,PF00098,CLI0047,2025-12-24,Drawdown Excessif,Faible,Résolue,Chance retirer système éclat inventer relation chat atteindre.,11.0,-10.99,2026-03-14
ALT00421,PF00023,CLI0028,2025-11-20,Drawdown Excessif,Critique,En traitement,Fatigue répondre revenir émotion fatiguer ajouter côte île.,-22.26,12.84,2026-05-08
ALT00422,PF00025,CLI0019,2025-03-17,Dépassement VaR,Haute,Ignorée,Verser titre haut propre approcher habiter tout rapporter chat parvenir me puissant sueur.,-29.2,11.68,2025-12-18
ALT00423,PF00101,CLI0045,2025-02-06,Concentration Secteur,Haute,Ouverte,Plein sentier tapis fonder poche voie clair au précipiter dangereux digne humide inspirer.,-17.15,-10.92,2025-11-26
ALT00424,PF00017,CLI0026,2025-09-24,Limite Exposition Dépassée,Faible,Ouverte,Rayon autre étendue plus montrer rouge gloire.,26.12,-13.59,2025-11-04
ALT00425,PF00039,CLI0013,2024-11-25,Drawdown Excessif,Faible,Ouverte,Sable souffler victime charger professeur céder éclater détail chaud satisfaire dix discussion.,-16.87,9.23,2026-05-13
ALT00426,PF00143,CLI0067,2025-11-09,Dépassement VaR,Modérée,En traitement,Veiller quatre voile million valeur marche détruire façon événement religion odeur.,7.88,13.97,2026-03-18
ALT00427,PF00028,CLI0053,2026-02-28,Concentration Secteur,Faible,En traitement,Droite instinct construire situation intelligence toute soirée gauche couleur fou avenir profondément.,28.74,12.37,2025-06-26
ALT00428,PF00029,CLI0060,2025-05-22,Drawdown Excessif,Faible,Ouverte,Recevoir personne pourtant casser repousser dès effet baisser terre porte avenir creuser.,-18.55,8.43,2026-03-09
ALT00429,PF00096,CLI0089,2025-12-11,Dépassement VaR,Faible,Ouverte,Interrompre rien source petit y fumer croiser vraiment terrible sortir personne dernier.,-12.34,-14.15,2025-08-12
ALT00430,PF00011,CLI0041,2024-12-30,Concentration Secteur,Critique,Ouverte,Droit ventre permettre assurer abandonner rassurer autrefois résoudre sueur attirer image.,5.43,-11.98,2025-08-05
ALT00431,PF00016,CLI0064,2025-05-25,Drawdown Excessif,Faible,Ouverte,Supporter pas fleur songer terre obtenir haine arrivée chambre jeune risquer dos.,9.95,-0.13,2025-07-22
ALT00432,PF00122,CLI0068,2024-09-22,Drawdown Excessif,Faible,Ouverte,Vêtir résoudre lier entrer nuage simple fermer beau réfléchir.,-29.97,5.89,2025-11-04
ALT00433,PF00007,CLI0066,2025-01-31,Instrument Suspendu,Faible,Ouverte,Au partager mériter complet montagne fier violence hôtel mouvement terrible maintenant larme cher.,17.26,-8.0,2025-10-31
ALT00434,PF00012,CLI0084,2024-10-01,Limite Exposition Dépassée,Faible,Ouverte,Quatre remercier réunir espoir apprendre apporter parole quelque seuil.,11.46,-5.61,2025-12-02
ALT00435,PF00132,CLI0058,2024-10-16,Drawdown Excessif,Critique,En traitement,Foule simplement fier beau fin pencher.,-26.3,-1.64,2025-09-13
ALT00436,PF00030,CLI0034,2025-12-25,Dépassement VaR,Critique,Résolue,Flot rayon selon sentier guère étranger tant remarquer village sein causer alors jouer.,-20.5,8.4,2025-12-13
ALT00437,PF00068,CLI0035,2025-09-07,Drawdown Excessif,Faible,Ouverte,Trembler tout difficile existence quelque lire deviner apprendre cerveau monter.,14.09,-13.88,2026-02-12
ALT00438,PF00036,CLI0086,2024-10-10,Instrument Suspendu,Critique,Résolue,Glisser brusquement marquer gris réunir chaise an partager autrefois jour recherche contenir.,18.29,-11.14,2025-07-12
ALT00439,PF00001,CLI0011,2025-10-05,KYC Expiré,Critique,En traitement,Fond respirer gens vieillard côté garder briller sang joindre confondre croix.,-25.32,-8.53,2026-03-21
ALT00440,PF00132,CLI0090,2025-10-29,KYC Expiré,Haute,Résolue,Position escalier foule recherche absolument spectacle.,16.11,4.67,2025-09-12
ALT00441,PF00127,CLI0062,2024-09-04,Instrument Suspendu,Critique,En traitement,Séparer beau épaule camarade plante deux.,2.14,12.63,2025-08-24
ALT00442,PF00048,CLI0083,2025-10-02,Dépassement VaR,Haute,Ignorée,Grâce rentrer voler phrase minute seconde mener travail surprendre.,-5.39,11.58,2026-04-16
ALT00443,PF00134,CLI0006,2026-04-03,KYC Expiré,Critique,Ignorée,Usage chanter roman réussir tapis mort oiseau durant libre promener voyager.,5.46,-12.39,2026-04-04
ALT00444,PF00116,CLI0063,2024-05-22,Concentration Secteur,Faible,Ouverte,Voyage un votre trouver époque port moyen saisir devoir oeuvre.,-7.85,6.63,2025-08-07
ALT00445,PF00051,CLI0044,2024-11-09,KYC Expiré,Faible,En traitement,Également disposer importance arme dégager troisième nourrir.,-14.88,-5.75,2026-04-14
ALT00446,PF00108,CLI0089,2024-06-08,KYC Expiré,Faible,Résolue,Taille vaste chant réussir dire selon digne fonder conseil voyager un fusil décrire.,24.19,4.53,2026-05-08
ALT00447,PF00142,CLI0038,2026-05-15,Concentration Secteur,Critique,Résolue,Ici serrer travailler avancer presser revoir haut exposer autorité te précipiter valeur.,28.81,-3.65,2025-09-23
ALT00448,PF00114,CLI0080,2024-12-28,KYC Expiré,Haute,Ignorée,Étendue grain accomplir corde expérience arme chaque billet fou cinquante réflexion maître.,-16.62,9.35,2025-05-18
ALT00449,PF00119,CLI0023,2024-09-01,Instrument Suspendu,Modérée,Ignorée,Valoir roi content courant souffler midi ni sombre.,20.19,13.61,2025-08-14
ALT00450,PF00048,CLI0006,2025-11-10,Drawdown Excessif,Critique,Ouverte,Parole assez cour fixe tu appeler tellement juge.,-23.06,8.17,2025-12-31
ALT00451,PF00097,CLI0006,2024-07-23,Drawdown Excessif,Haute,En traitement,Pain triste certainement notre prison partager ignorer.,-10.42,-12.83,2025-05-22
ALT00452,PF00081,CLI0060,2025-01-19,KYC Expiré,Faible,En traitement,Son image auprès être double scène connaître colon roi fin pauvre avoir frapper.,-15.81,-6.73,2026-04-04
ALT00453,PF00124,CLI0084,2025-08-14,Instrument Suspendu,Modérée,En traitement,Voisin afin de sonner manquer connaissance pénétrer large deviner dos hésiter gagner.,1.55,-5.17,2026-02-20
ALT00454,PF00022,CLI0020,2026-01-01,KYC Expiré,Haute,Ouverte,Tromper fuir nouveau bruit soirée un lors moment porter.,14.98,-2.9,2025-12-09
ALT00455,PF00056,CLI0055,2025-10-17,Limite Exposition Dépassée,Modérée,Ouverte,Indiquer près même boire décider importance revenir reconnaître fleur feu.,-10.94,5.87,2025-07-17
ALT00456,PF00105,CLI0016,2024-12-13,KYC Expiré,Critique,Ignorée,Promener sombre éprouver en village couleur point lier tâche confondre gens passé temps.,-19.36,14.3,2025-07-11
ALT00457,PF00103,CLI0032,2026-05-10,Instrument Suspendu,Critique,En traitement,Armée silence autrement maintenant planche mêler allumer de train grandir étage conscience.,11.78,-1.49,2026-05-02
ALT00458,PF00026,CLI0088,2025-10-02,KYC Expiré,Haute,Résolue,Odeur parfois peine nombre couche demeurer lier caractère distinguer blanc.,-10.53,3.16,2025-12-05
ALT00459,PF00060,CLI0045,2024-12-28,Limite Exposition Dépassée,Modérée,En traitement,Naissance amour rapide consulter appartenir riche bas.,-2.94,-12.66,2025-08-26
ALT00460,PF00051,CLI0019,2025-02-18,Instrument Suspendu,Modérée,Ignorée,Montagne vin inventer nu vite étaler intelligence marché.,-14.25,1.57,2026-03-28
ALT00461,PF00025,CLI0100,2025-05-05,Limite Exposition Dépassée,Haute,Ignorée,Pousser car supposer content autre exprimer ouvrage papa savoir sec côte ventre tombe.,25.42,-10.54,2025-07-17
ALT00462,PF00137,CLI0069,2025-05-12,Drawdown Excessif,Modérée,Ignorée,Parole question trois éprouver commander d'autres.,21.24,-7.94,2025-12-19
ALT00463,PF00006,CLI0018,2025-06-09,KYC Expiré,Haute,Ignorée,Bientôt route éclater rire île retour marche hors ami.,22.19,-2.44,2026-01-01
ALT00464,PF00074,CLI0015,2025-03-18,KYC Expiré,Faible,Résolue,Éternel à quant à neuf partager offrir chacun mariage lueur éternel.,12.98,0.11,2025-07-28
ALT00465,PF00087,CLI0077,2025-08-23,Drawdown Excessif,Modérée,Résolue,Marcher pont chien montrer regard de en pleurer.,1.79,2.61,2025-07-23
ALT00466,PF00109,CLI0066,2024-09-25,Instrument Suspendu,Modérée,Résolue,Science ombre part paysage cela oh poésie accord.,-9.44,12.87,2025-07-22
ALT00467,PF00137,CLI0011,2026-01-30,Dépassement VaR,Haute,En traitement,Presser police combat valeur monsieur falloir oublier hôtel importer céder.,-28.0,-2.44,2025-12-18
ALT00468,PF00037,CLI0007,2025-06-26,Concentration Secteur,Modérée,En traitement,Accuser fatigue inquiéter pays renverser douze.,-6.69,-13.03,2025-09-17
ALT00469,PF00097,CLI0046,2025-09-03,Limite Exposition Dépassée,Critique,Ignorée,Reste consulter françois bande déposer conduire vite.,-14.07,-6.54,2026-05-13
ALT00470,PF00047,CLI0069,2025-03-06,Drawdown Excessif,Faible,Ignorée,Promener finir pointe commencer tendre ami préférer prêter servir certes vieil attention couvrir.,-14.03,-12.17,2025-09-02
ALT00471,PF00071,CLI0037,2026-02-07,Concentration Secteur,Faible,En traitement,Signer santé côte extraordinaire enfoncer détacher général être.,-18.38,-1.22,2025-12-01
ALT00472,PF00066,CLI0010,2024-08-29,Concentration Secteur,Modérée,En traitement,Attaquer juger inquiétude justice mauvais respirer étranger principe amuser ailleurs.,-5.76,5.68,2025-11-23
ALT00473,PF00096,CLI0023,2024-11-26,Drawdown Excessif,Modérée,Ouverte,Tout elle hauteur visite avis ouvrage.,-17.53,14.72,2025-12-01
ALT00474,PF00082,CLI0028,2025-08-28,Drawdown Excessif,Faible,Résolue,Victime cuisine sonner éteindre répandre hiver année compagnon nord type tempête.,-13.09,-0.14,2025-11-13
ALT00475,PF00071,CLI0028,2025-05-10,Concentration Secteur,Modérée,Résolue,Entrer autrefois désert homme veille rencontre du pointe.,-18.16,13.54,2026-04-23
